No,_address,_body,date,Amount,Action,Transaction_Type,Action_Code,Amount_Normalized,Amount_Standardized
575,VD-IDFCFB,"Your A/C XXXXX739409 is credited with INR 26,000.00 on 12/04/23 11:29. Your new balance is INR 1,32,951.14. Team IDFC FIRST Bank",12 Apr 2023 11:29:31 am,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
576,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 1,32,000.00 on 12/04/23 11:30. New Bal :INR 951.14. Call us on 180010888 for dispute. Team IDFC FIRST Bank",12 Apr 2023 11:31:06 am,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
577,VD-IDFCFB,Your a/c no. XXXXXXXX409 is credited by Rs. 26000.00 on 12-Apr-23 by a/c linked to mobile XXXXXXXXX632 (IMPS Ref no 310211380127 ). Team IDFC FIRST Bank,12 Apr 2023 11:36:06 am,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
578,AX-HDFCBK,HDFC Bank: Rs 400.00 debited from a/c **5327 on 13-04-23 to VPA Q530759008@ybl(UPI Ref No 346982458164). Not you? Call on 18002586161 to report,13 Apr 2023 1:34:49 pm,400.0,debited,0,1,0.014778325123152709,0.11338216386280972
579,AX-HDFCBK,HDFC Bank: Rs 100.00 debited from a/c **5327 on 13-04-23 to VPA agsongo536.rzp@icici(UPI Ref No 310310823292). Not you? Call on 18002586161 to report,13 Apr 2023 3:48:22 pm,100.0,debited,0,1,0.00366680247416571,-0.11725306041630333
580,AX-HDFCBK,HDFC Bank: Rs 100.00 debited from a/c **5327 on 18-04-23 to VPA 7899518693@ybl(UPI Ref No 347449717334). Not you? Call on 18002586161 to report,18 Apr 2023 9:26:50 am,100.0,debited,0,1,0.00366680247416571,-0.11725306041630333
581,AX-HDFCBK,HDFC Bank: Rs 118.00 debited from a/c **5327 on 18-04-23 to VPA paytmqr281005050101kbqeoz5vux0l@paytm(UPI Ref No 310832151823). Not you? Call on 18002586161 to report,18 Apr 2023 1:46:45 pm,118.0,debited,0,1,0.0043334938331049296,-0.10341494695955654
582,AX-HDFCBK,Alert!You've spent Rs.1000 On HDFC Bank Debit Card xx9415 At TTDSEVAO1458397 On 2023-04-20:12:11:18 Avl bal: 17456.55 Not you?Call 18002586161,20 Apr 2023 12:11:25 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
583,AX-HDFCBK,Alert!You've spent Rs.1000 On HDFC Bank Debit Card xx9415 At TTDSEVAO1458397 On 2023-04-20:12:29:14 Avl bal: 16456.55 Not you?Call 18002586161,20 Apr 2023 12:30:44 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
584,AX-HDFCBK,Alert!You've spent Rs.1000 On HDFC Bank Debit Card xx9415 At TTDSEVAO1458397 On 2023-04-20:12:44:30 Avl bal: 14456.55 Not you?Call 18002586161,20 Apr 2023 12:44:37 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
585,AX-HDFCBK,HDFC Bank: Rs 5000.00 debited from a/c **5327 on 20-04-23 to VPA 9632872632jashu@ybl(UPI Ref No 311082779812). Not you? Call on 18002586161 to report,20 Apr 2023 12:55:33 pm,5000.0,debited,0,1,0.18515500574095337,3.649788936142543
586,AX-HDFCBK,Alert!You've spent Rs.1205.69 On HDFC Bank Debit Card xx9415 At PRINCIPA5914312 On 2023-04-25:10:10:58 Avl bal: 12539.86 Not you?Call 18002586161,25 Apr 2023 10:11:05 am,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
587,AX-HDFCBK,"UPDATE:Bal in HDFC Bank A/c XX5327 has gone below minimum limit of INR 5,000.00.Yesterday's bal:INR 2,921.05.Chat on WhatsApp Banking:hdfcbk.io/k/DUvfE8hRogl",29 Apr 2023 12:03:49 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
588,AX-HDFCBK,HDFC Bank: Rs. 10000.00 credited to a/c XXXXXX5327 on 30-04-23 by a/c linked to VPA 9845411385@ybl (UPI Ref No  312008110837).,30 Apr 2023 6:31:15 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
589,AX-HDFCBK,HDFC Bank: Rs 200.00 debited from a/c **5327 on 01-05-23 to VPA 9632872632@jupiteraxis(UPI Ref No 312118444098). Not you? Call on 18002586161 to report,1 May 2023 5:06:39 pm,200.0,debited,0,1,0.0073706433571613765,-0.04037465232326565
590,AX-HDFCBK,HDFC Bank: Rs 76.00 debited from a/c **5327 on 03-05-23 to VPA benitoleon841@ybl(UPI Ref No 312359747781). Not you? Call on 18002586161 to report,3 May 2023 8:00:30 pm,76.0,debited,0,1,0.00277788066224675,-0.13570387835863237
591,AX-HDFCBK,HDFC Bank: Rs 27000.00 debited from a/c **5327 on 03-05-23 to VPA 9632872632jashu@ybl(UPI Ref No 312363922036). Not you? Call on 18002586161 to report,3 May 2023 9:05:22 pm,27000.0,debited,0,1,1.0,20.563038716610833
592,AX-HDFCBK,You've withdrawn Rs.10000 On HDFC Bank Debit Card xx9415 At +100 KHB COLONY 5TH BLO On 2023-05-05:13:45:35 Avl bal: Rs.14736.05 Not you?Call 18002586161,5 May 2023 1:45:44 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
593,AX-HDFCBK,HDFC Bank: Rs 1000.00 debited from a/c **5327 on 08-05-23 to VPA 8548022013@ybl(UPI Ref No 312861314895). Not you? Call on 18002586161 to report,8 May 2023 10:55:41 am,1000.0,debited,0,1,0.03700137042112671,0.5746526124210358
594,AX-HDFCBK,HDFC Bank: Rs 194.00 debited from a/c **5327 on 08-05-23 to VPA paytmqr2810050501011kggajtyd5bt@paytm(UPI Ref No 312890510393). Not you? Call on 18002586161 to report,8 May 2023 2:47:42 pm,194.0,debited,0,1,0.0071484129041816365,-0.044987356808847904
595,AX-HDFCBK,HDFC Bank: Rs. 12500.00 credited to a/c XXXXXX5327 on 08-05-23 by a/c linked to VPA krishnakrishh11171@ybl (UPI Ref No  312845341373).,8 May 2023 8:30:33 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
596,AX-HDFCBK,HDFC Bank: Rs 90.00 debited from a/c **5327 on 09-05-23 to VPA paytmqr2810050501011ba5msmso5ky@paytm(UPI Ref No 312990281804). Not you? Call on 18002586161 to report,9 May 2023 10:45:28 am,90.0,debited,0,1,0.0032964183858661435,-0.1249409012256071
597,AX-HDFCBK,HDFC Bank: Rs 40.00 debited from a/c **5327 on 10-05-23 to VPA Q979608613@ybl(UPI Ref No 349656230886). Not you? Call on 18002586161 to report,10 May 2023 12:58:36 pm,40.0,debited,0,1,0.0014444979443683098,-0.16338010527212593
598,VD-IDFCFB,"Your A/C XXXXX739409 is credited with INR 58,500.00 on 11/05/23 19:02. Your new balance is INR 1,07,522.32. Team IDFC FIRST Bank",11 May 2023 7:02:20 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
599,AX-HDFCBK,HDFC Bank: Rs 250.00 debited from a/c **5327 on 16-05-23 to VPA BBPSBP@ybl(UPI Ref No 350216779043). Not you? Call on 18002586161 to report,16 May 2023 6:20:09 pm,250.0,debited,0,1,0.00922256379865921,-0.001935448276746803
600,AX-HDFCBK,HDFC Bank: Rs 133.00 debited from a/c **5327 on 17-05-23 to VPA K605KFCKORAMANGALABE.27287281@hdfcbank(UPI Ref No 313766634214). Not you? Call on 18002586161 to report,17 May 2023 7:41:02 pm,133.0,debited,0,1,0.00488906996555428,-0.09188318574560089
601,AX-HDFCBK,HDFC Bank: Rs 5286.00 debited from a/c **5327 on 19-05-23 to VPA swiggydiner@yespay(UPI Ref No 313982955099). Not you? Call on 18002586161 to report,19 May 2023 4:07:30 pm,5286.0,debited,0,1,0.19574799066632098,3.8696611832886307
602,VM-IDFCFB,"Rs.500.00 spent on your IDFC FIRST Bank Debit Card at IDEAL SERVICE STATION on 20/05/23. New bal: Rs.4,517.32. In case of Dispute? Call 180010888 or SMS BLOCK (last 4 digits of card) to 5676732",20 May 2023 1:58:41 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
603,VD-IDFCFB,"Rs.1,000.00 spent on your IDFC FIRST Bank Debit Card at S S Enterprises on 20/05/23. New bal: Rs.3,517.32. In case of Dispute? Call 180010888 or SMS BLOCK (last 4 digits of card) to 5676732",20 May 2023 6:43:04 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
604,VM-IDFCFB,"Your A/C XXXXX739409 is credited with INR 1,000.00 on 22/05/23 19:04. Your new balance is INR 4,517.32. Team IDFC FIRST Bank",22 May 2023 7:05:43 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
605,VD-IDFCFB,"Rs.1,500.00 spent on your IDFC FIRST Bank Debit Card at HPCL YASHISH SERVICE S on 22/05/23. New bal: Rs.3,017.32. In case of Dispute? Call 180010888 or SMS BLOCK (last 4 digits of card) to 5676732",22 May 2023 8:52:04 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
606,VD-IDFCFB,"Your A/C XXXXX739409 is debited by INR 268.00 on 23/05/23 08:34. New Bal :INR 2,749.32. Call us on 180010888 for dispute. Team IDFC FIRST Bank",23 May 2023 8:34:40 am,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
607,VD-IDFCFB,"Your A/C XXXXX739409 is debited by INR 160.00 on 23/05/23 13:01. New Bal :INR 2,589.32. Call us on 180010888 for dispute. Team IDFC FIRST Bank",23 May 2023 1:01:48 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
608,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 50.00 on 23/05/23 14:49. New Bal :INR 2,539.32. Call us on 180010888 for dispute. Team IDFC FIRST Bank",23 May 2023 2:49:07 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
609,VM-IDFCFB,We'd love to hear your recent experience of interacting with IDFC FIRST Bank. Click here -https://nps.bz/DF-299027-A89E .,26 May 2023 3:11:10 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
610,VD-IDFCFB,"Your A/C XXXXX739409 is credited with INR 33,500.00 on 31/05/23 18:47. Your new balance is INR 48,678.32. Team IDFC FIRST Bank",31 May 2023 6:48:06 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
611,AX-HDFCBK,HDFC Bank: Rs 200.00 debited from a/c **5327 on 04-06-23 to VPA 7411313894@axl(UPI Ref No 352121126373). Not you? Call on 18002586161 to report,4 Jun 2023 6:51:13 pm,200.0,debited,0,1,0.0073706433571613765,-0.04037465232326565
612,AX-HDFCBK,HDFC Bank: Rs 200.00 debited from a/c **5327 on 05-06-23 to VPA 7892367433@ybl(UPI Ref No 352210826106). Not you? Call on 18002586161 to report,5 Jun 2023 1:32:06 pm,200.0,debited,0,1,0.0073706433571613765,-0.04037465232326565
613,AX-HDFCBK,HDFC Bank: Rs 20.00 debited from a/c **5327 on 05-06-23 to VPA paytmqr281005050101fft3g3hdd2sf@paytm(UPI Ref No 315687174110). Not you? Call on 18002586161 to report,5 Jun 2023 7:42:18 pm,20.0,debited,0,1,0.0007037297677691766,-0.1787557868907335
614,VD-IDFCFB,"Rs.200.00 spent on your IDFC FIRST Bank Debit Card at ASHA BUSINESS SERVICES on 06/06/23. New bal: Rs.81,066.32. In case of Dispute? Call 180010888 or SMS BLOCK (last 4 digits of card) to 5676732",6 Jun 2023 8:16:17 am,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
615,VM-IDFCFB,"Your A/C XXXXX739409 is credited with INR 10.00 on 10/06/23 19:19. Your new balance is INR 1,13,105.32. Team IDFC FIRST Bank",10 Jun 2023 7:19:59 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
616,VM-IDFCFB,"Your A/C XXXXX739409 is credited with INR 36,000.00 on 12/06/23 10:58. Your new balance is INR 1,72,105.32. Team IDFC FIRST Bank",12 Jun 2023 10:58:11 am,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
617,VM-IDFCFB,"Rs.152.00 spent on your IDFC FIRST Bank Debit Card at K605 KFC KORAMANGALA on 14/06/23. New bal: Rs.17,843.32. In case of Dispute? Call 180010888 or SMS BLOCK (last 4 digits of card) to 5676732",14 Jun 2023 4:35:37 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
618,AX-HDFCBK,"UPDATE:Available bal in HDFC Bank A/c XX5327 on 14-JUN-23: INR 5,941.95.Cheque deposits in A/c are subject to clearing.Chat on WhatsApp Banking:hdfcbk.io/k/DUvfE8hRogl",15 Jun 2023 12:37:13 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
619,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 70.00 on 23/06/23 20:33. New Bal :INR 18,547.32. Call us on 180010888 for dispute. Team IDFC FIRST Bank",23 Jun 2023 8:33:40 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
620,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 1,000.00 on 26/06/23 11:26. New Bal :INR 18,467.32. Call us on 180010888 for dispute. Team IDFC FIRST Bank",26 Jun 2023 11:26:56 am,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
621,VM-IDFCFB,"Your A/C XXXXX739409 is credited with INR 100.00 on 26/06/23 11:32. Your new balance is INR 18,567.32. Team IDFC FIRST Bank",26 Jun 2023 11:33:01 am,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
622,VD-IDFCFB,"Your A/C XXXXX739409 is debited by INR 1,000.00 on 27/06/23 20:08. New Bal :INR 17,567.32. Call us on 180010888 for dispute. Team IDFC FIRST Bank",27 Jun 2023 8:08:30 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
623,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 8.26 on 27/06/23 20:44. New Bal :INR 17,559.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",27 Jun 2023 8:45:02 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
624,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 239.00 on 28/06/23 12:51. New Bal :INR 17,300.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",28 Jun 2023 12:51:53 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
625,VD-IDFCFB,"Your A/C XXXXX739409 is debited by INR 60.00 on 28/06/23 13:02. New Bal :INR 17,240.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",28 Jun 2023 1:03:04 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
626,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 2,000.00 on 30/06/23 15:02. New Bal :INR 15,240.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",30 Jun 2023 3:02:45 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
627,VD-IDFCFB,"Your A/C XXXXX739409 is credited with INR 10,000.00 on 30/06/23 23:48. Your new balance is INR 25,240.06. Team IDFC FIRST Bank",30 Jun 2023 11:48:35 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
628,VD-IDFCFB,"Monthly interest of Rs.161.00 earned on your Savings A/c XXXXX739409 has been credited to your A/C on 30/06/23. New bal: Rs.25,401.06. Team IDFC FIRST Bank",1 Jul 2023 6:44:42 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
629,VM-IDFCFB,"Your A/C XXXXX739409 is credited with INR 31,500.00 on 02/07/23 09:26. Your new balance is INR 56,901.06. Team IDFC FIRST Bank",2 Jul 2023 9:26:56 am,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
630,VM-IDFCFB,"Your A/C XXXXX739409 is credited with INR 16,500.00 on 02/07/23 17:01. Your new balance is INR 73,401.06. Team IDFC FIRST Bank",2 Jul 2023 5:01:37 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
631,VD-IDFCFB,"Your A/C XXXXX739409 is debited by INR 61,500.00 on 10/07/23 20:19. New Bal :INR 63,274.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",10 Jul 2023 8:19:32 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
632,VD-IDFCFB,"Your A/C XXXXX739409 is credited with INR 24,000.00 on 10/07/23 20:23. Your new balance is INR 87,274.06. Team IDFC FIRST Bank",10 Jul 2023 8:23:32 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
633,VM-IDFCFB,"Rs.200.00 spent on your IDFC FIRST Bank Debit Card at VENKATESWARA AND CO on 11/07/23. New bal: Rs.87,074.06. In case of Dispute? Call 180010888 or SMS BLOCK (last 4 digits of card) to 5676732",11 Jul 2023 8:36:06 am,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
634,VD-IDFCFB,"Your A/C XXXXX739409 is credited with INR 24,000.00 on 11/07/23 09:12. Your new balance is INR 1,11,074.06. Team IDFC FIRST Bank",11 Jul 2023 9:13:00 am,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
635,VM-IDFCFB,"Your A/C XXXXX739409 is credited with INR 24,000.00 on 11/07/23 09:14. Your new balance is INR 1,35,074.06. Team IDFC FIRST Bank",11 Jul 2023 9:14:14 am,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
636,VD-IDFCFB,"Your A/C XXXXX739409 is credited with INR 48,000.00 on 11/07/23 11:47. Your new balance is INR 1,83,074.06. Team IDFC FIRST Bank",11 Jul 2023 11:47:38 am,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
637,VD-IDFCFB,"Your A/C XXXXX739409 is debited by INR 320.00 on 11/07/23 17:47. New Bal :INR 1,82,754.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",11 Jul 2023 5:47:37 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
638,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 90.00 on 12/07/23 15:34. New Bal :INR 1,82,664.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",12 Jul 2023 3:34:15 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
639,VD-IDFCFB,"Your A/C XXXXX739409 is debited by INR 1,180.00 on 12/07/23 16:43. New Bal :INR 1,81,484.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",12 Jul 2023 4:43:37 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
640,VD-IDFCFB,"Your A/C XXXXX739409 is credited with INR 24,000.00 on 12/07/23 22:19. Your new balance is INR 2,05,484.06. Team IDFC FIRST Bank",12 Jul 2023 10:19:25 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
641,VM-IDFCFB,"Your A/C XXXXX739409 is credited with INR 10,000.00 on 13/07/23 17:19. Your new balance is INR 2,15,484.06. Team IDFC FIRST Bank",13 Jul 2023 5:19:37 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
642,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 50.00 on 14/07/23 13:33. New Bal :INR 2,15,394.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",14 Jul 2023 1:33:14 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
643,VD-IDFCFB,"Your A/C XXXXX739409 is debited by INR 19,000.00 on 14/07/23 19:08. New Bal :INR 1,96,394.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",14 Jul 2023 7:08:26 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
644,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 3,558.00 on 14/07/23 19:09. New Bal :INR 1,92,836.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",14 Jul 2023 7:09:34 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
645,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 1,689.00 on 14/07/23 19:12. New Bal :INR 1,91,147.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",14 Jul 2023 7:12:46 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
646,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 504.00 on 14/07/23 19:13. New Bal :INR 1,90,643.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",14 Jul 2023 7:13:08 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
647,VM-IDFCFB,"Your A/C XXXXX739409 is credited with INR 350.00 on 14/07/23 20:09. Your new balance is INR 1,90,993.06. Team IDFC FIRST Bank",14 Jul 2023 8:09:07 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
648,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 3,777.00 on 14/07/23 21:26. New Bal :INR 1,86,760.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",14 Jul 2023 9:26:24 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
649,VM-IDFCFB,Alert! Your bill of Rs 504.00 for Bangalore Water Supply and ... is due on 25-07-2023. Ignore if already paid. Please call 18004194332 in case of queries. Team IDFC FIRST Bank,15 Jul 2023 7:15:17 am,504.0,debited,0,1,0.018630319641468204,0.19333570827956892
650,VM-IDFCFB,"Dear Sir/Madam, Cheque no 000014 to VIJAYALAKSHMI B for Rs. 1,35,000.00 has been presented for payment on your A/c XXXXX739409; cheque will be paid subject to scrutiny. New A/C balance is Rs.51,760.06. Team IDFC FIRST Bank",15 Jul 2023 8:38:47 am,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
651,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 800.00 on 15/07/23 13:02. New Bal :INR 50,960.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",15 Jul 2023 1:02:14 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
652,VD-IDFCFB,"Your A/C XXXXX739409 is debited by INR 20.00 on 15/07/23 13:10. New Bal :INR 50,940.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",15 Jul 2023 1:10:59 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
653,VM-IDFCFB,"Your A/C XXXXX739409 is credited with INR 28,750.00 on 15/07/23 19:30. Your new balance is INR 79,690.06. Team IDFC FIRST Bank",15 Jul 2023 7:30:50 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
654,VD-IDFCFB,"Your A/C XXXXX739409 is credited with INR 28,750.00 on 15/07/23 19:36. Your new balance is INR 1,08,440.06. Team IDFC FIRST Bank",15 Jul 2023 7:36:38 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
655,VD-IDFCFB,"Your A/C XXXXX739409 is debited by INR 63,150.00 on 15/07/23 19:54. New Bal :INR 45,290.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",15 Jul 2023 7:54:59 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
656,VM-IDFCFB,"Success! JASHWANTH A SHETTY is added as a payee and will be activated within 30 mins. You may transfer up to Rs 25,000 for first 24 hours. Please call us at 18602582000 in case of queries. Team IDFC FIRST Bank",16 Jul 2023 6:21:57 pm,25.0,debited,0,1,0.00088892181191896,-0.1749118664860816
657,VM-IDFCFB,"Rs.500.00 spent on your IDFC FIRST Bank Debit Card at VENKATESWARA AND CO on 17/07/23. New bal: Rs.15,772.06. In case of Dispute? Call 180010888 or SMS BLOCK (last 4 digits of card) to 5676732",17 Jul 2023 8:31:16 am,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
658,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 200.00 on 17/07/23 14:45. New Bal :INR 15,572.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",17 Jul 2023 2:45:34 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
659,VD-IDFCFB,"Your A/C XXXXX739409 is debited by INR 10.00 on 17/07/23 19:10. New Bal :INR 15,562.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",17 Jul 2023 7:10:31 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
660,AX-HDFCBK,"Available Bal in HDFC Bank A/c XX5327 as on yesterday:19-JUL-23 is INR 34,142.35. Cheques are subject to clearing.For real time A/C Bal dial 18002703333.",20 Jul 2023 12:09:53 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
661,VD-IDFCFB,"Your A/C XXXXX739409 is debited by INR 60.00 on 20/07/23 14:47. New Bal :INR 29,502.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",20 Jul 2023 2:47:28 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
662,VM-IDFCFB,"Your A/C XXXXX739409 is credited with INR 100.00 on 21/07/23 15:27. Your new balance is INR 29,702.06. Team IDFC FIRST Bank",21 Jul 2023 3:27:12 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
663,VD-IDFCFB,"Your A/C XXXXX739409 is credited with INR 9,400.00 on 21/07/23 18:16. Your new balance is INR 32,807.06. Team IDFC FIRST Bank",21 Jul 2023 6:17:01 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
664,VD-IDFCFB,"Rs.500.00 spent on your IDFC FIRST Bank Debit Card at ASHA BUSINESS SERVICES on 22/07/23. New bal: Rs.32,307.06. In case of Dispute? Call 180010888 or SMS BLOCK (last 4 digits of card) to 5676732",22 Jul 2023 3:35:12 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
665,VD-IDFCFB,Reminder! Your bill of Rs 504.00 for Bangalore Water Supply and ... is due on 25-07-2023. Ignore if already paid. Please call 18004194332 in case of queries. Team IDFC FIRST Bank,23 Jul 2023 9:05:58 am,504.0,debited,0,1,0.018630319641468204,0.19333570827956892
666,VD-IDFCFB,"Rs.250.00 spent on your IDFC FIRST Bank Debit Card at SMOOR on 23/07/23. New bal: Rs.31,908.06. In case of Dispute? Call 180010888 or SMS BLOCK (last 4 digits of card) to 5676732",23 Jul 2023 2:06:21 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
667,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 140.00 on 23/07/23 14:37. New Bal :INR 31,768.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",23 Jul 2023 2:37:41 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
668,VD-IDFCFB,"Your A/C XXXXX739409 is credited with INR 25,000.00 on 26/07/23 19:18. Your new balance is INR 56,447.06. Team IDFC FIRST Bank",26 Jul 2023 7:18:41 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
669,VD-IDFCFB,"Your A/C XXXXX739409 is credited with INR 10,000.00 on 26/07/23 19:54. Your new balance is INR 64,447.06. Team IDFC FIRST Bank",26 Jul 2023 7:54:38 pm,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
670,VD-IDFCFB,"Your A/C XXXXX739409 is debited by INR 30.00 on 28/07/23 08:15. New Bal :INR 63,979.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",28 Jul 2023 8:15:26 am,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
671,VD-IDFCFB,"Rs.200.00 spent on your IDFC FIRST Bank Debit Card at VENKATESWARA AND CO on 28/07/23. New bal: Rs.63,779.06. In case of Dispute? Call 180010888 or SMS BLOCK (last 4 digits of card) to 5676732",28 Jul 2023 8:38:49 am,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
672,VM-IDFCFB,"Your A/C XXXXX739409 is debited by INR 99.00 on 28/07/23 14:41. New Bal :INR 63,680.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",28 Jul 2023 2:41:54 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
673,VD-IDFCFB,"Your A/C XXXXX739409 is debited by INR 50.00 on 29/07/23 14:58. New Bal :INR 63,423.06. Call us on 180010888 for dispute. Team IDFC FIRST Bank",29 Jul 2023 2:58:36 pm,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
